"","…œ –π´Àæ","…ÍÕÚ“ªº∂––“µ","X19930331","X19930630","X19930930","X19931231","X19940331","X19940630","X19940930","X19941231","X19950331","X19950630","X19950930","X19951231","X19960331","X19960630","X19960930","X19961231","X19970331","X19970630","X19970930","X19971231","X19980331","X19980630","X19980930","X19981231","X19990331","X19990630","X19990930","X19991231","X20000331","X20000630","X20000930","X20001231","X20010331","X20010630","X20010930","X20011231","X20020331","X20020630","X20020930","X20021231","X20030331","X20030630","X20030930","X20031231","X20040331","X20040630","X20040930","X20041231","X20050331","X20050630","X20050930","X20051231","X20060331","X20060630","X20060930","X20061231","X20070331","X20070630","X20070930","X20071231","X20080331","X20080630","X20080930","X20081231","X20090331","X20090630","X20090930","X20091231","X20100331","X20100630","X20100930","X20101231","X20110331","X20110630","X20110930","X20111231","X20120331","X20120630","X20120930","X20121231","X20130331","X20130630","X20130930","X20131231","X20140331","X20140630","X20140930","X20141231","X20150331","X20150630","X20150930","X20151231","X20160331","X20160630","X20160930","X20161231","X20170331","X20170630","X20170930","X20171231"
"2373","600307.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80908431,0,0,0,-22.58559974,0,0,0,22.00515538,0,-23.39127682,0,66.05034101,0,34.80236923,0,-14.08882307,177.038796,132.2129643,113.2771589,107.1405547,97.47736938,36.20548569,45.7836546,29.10514689,1.810092245,5.19862234,-15.60540313,-32.55960671,-72.93904073,-43.19574073,-25.87920946,-5.763741602,26.00361852,49.92847515,40.50442006,64.09065407,32.45999502,3.477725605,-22.74241352,-95.77059743,-89.27159146,-89.14077967,-70.95245334,36.66925876,326.9573257,265.6868736,205.6173154,186.8032009,127.1336817,106.1536953,65.82526448,63.21594079,-56.54534222,-59.3529567,-70.89998887,-68.7312888,-13.11908458,-48.99212843,-53.54896258,-474.2574806,-338.2393782,-241.4627788,-162.1208868,100.9396416,14.40662307,-363.7195921,-2250.011316,-33326.60812,27.01233223,114.2554773,112.480742,100.2931164,180.8513091,56.48011084,36.58087023,1489.061377
"2452","600399.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.88064717,0,0,0,47.81604614,0,0,0,8.378200508,0,27.5437831,8.646312874,28.43214576,0,-45.55091189,-40.88624084,-58.0277546,-75.04544806,-62.74796891,-67.33517984,-58.14248616,125.5236543,18.73186705,5.981496955,-27.97643591,-29.45488872,8.949083079,6.218938677,9.023891421,7.604957055,-30.90119368,-13.29612419,24.84741013,19.86812334,25.93485977,42.36715814,53.01162661,5.185274023,39.39498479,36.62094846,46.47519776,-38.91217107,-47.96584127,-46.68421517,-23.44625726,23.14829686,28.7589557,25.57722656,17.06623372,12.04364089,10.3067417,9.813622877,-17.72964469,-14.49598297,-16.5266794,-24.09021272,-20.03395156,9.196863404,4.454716265,7.652416654,13.15609114,16.63890266,28.77946556,42.656512,-633.5165614,919.5668179,803.322317,714.183157,10.34224197,-19.34553222,-20.51230988,-28.33227597,-122.4172226,-35.7959737,-42.70212162,-48.89666589,-2932.933985
"2524","600507.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.1546222,0,0,0,46.95653902,0,0,0,21.70386658,0,7.530170484,8.273123657,44.41125864,48.01194845,104.7000514,64.24335023,49.53275696,13.5893749,-21.647436,-18.59360247,-47.77715065,-122.0559996,-52.83107991,-14.75231592,75.45332868,1047.813741,603.9650611,327.2278284,306.057057,-254.9189367,-90.22795174,-95.93828243,-94.47513234,39.55835588,-255.2110347,521.7533204,151.4732885,269.4074617,748.3589019,367.0189675,746.7912391,56.319716,197.9227238,155.4408849,144.6282885,-9.745037326,-43.01567254,-32.47502582,-30.0171512,51.6913892,39.56959196,46.78993867,8.841148049,24.62234918,10.65004884,-0.49717133,2.42091772,-60.26784391,-54.09242814,-65.37602135,-80.65911741,-3.374134482,80.19056558,192.9551506,505.2848297,335.8376026,162.167832,220.7026665,267.3814553
"2577","600569.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.154795223,0,0,0,56.4707552,0,0,0,-4.374232567,0,-9.836702279,0,14.1424745,107.7905024,92.29483398,63.06733893,53.43148055,19.65100219,9.488342364,-4.281590041,-11.20511094,-5.266324672,-15.77925333,-20.70746669,-40.83667912,-89.39640352,-43.25434542,-5.947077128,41.67090871,721.8598798,97.43068254,49.00222985,76.89006374,12.14738419,25.963632,-1.664925188,-89.33719626,-237.997062,-165.3534596,-135.5462055,4.52357351,104.5013091,114.4999469,128.342665,-41.77845365,21.29901138,32.95656512,43.69253616,-54.94476533,-2105.432474,-2064.23059,-2507.982309,-10288.71137,-11.09912757,58.19788791,84.56893474,101.1426779,108.4251359,107.6919755,114.4952949,-16.46108902,-400.4272539,-934.4888464,-2408.389845,-7724.748961,-77.01849069,123.8254863,110.5736392,104.2503553,-15.1134359,-71.80899706,627.0188279,1382.189131
"2588","600581.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71379857,0,0,0,953.3098979,0,0,0,73.09355442,0,-64.71009106,-53.00208928,-24.33116344,0,103.234608,73.94225,101.1462344,477.031642,109.2349362,74.8541735,35.97249647,-29.37961691,-9.296668045,-25.29260709,-43.90245096,-145.5530062,-72.34732115,-57.19503805,-37.33948075,185.254241,117.1430572,118.7603758,159.6680239,198.3815863,205.4828298,100.8188256,-73.95971699,-184.9964082,-144.2511781,-110.1034215,6.052766013,249.0886102,280.2743536,1033.845066,353.5900758,12.8994325,18.72980034,14.15193295,-3.633581956,-90.01638683,-51.12544208,-87.41503219,-67.96248177,976.7115982,-58.64915175,573.7597574,228.9076661,-424.7710797,-1294.354528,-1238.432033,-6195.389684,-126.7625261,-12.69269341,-39.3548411,-23.2943932,-6.303764122,61.31205117,68.08586988,101.4790271,220.0550252,227.9333815,256.7963793,3047.863783
"2772","600782.SH","∏÷Ã˙",0,0,0,0,0,0,0,57.40711879,0,0,0,-41.51261845,0,0,0,-7.056450924,0,15.01270729,0,5.33384244,0,-59.11415695,0,-15.89701867,0,50.14965547,0,-23.94105314,0,-25.36780514,0,79.53248677,0,51.48178855,0,-1.662686173,0,5.96433223,-9.395622224,4.154837522,-41.73104559,-7.393346027,-16.26714526,-14.39623626,71.58744314,-12.2205688,-4.751231476,20.76765025,119.0181588,58.4056835,56.55702434,10.94195409,-46.15405788,39.29944916,48.63943151,321.9333023,43.87796529,11.59212438,16.3860988,130.3694751,750.4722115,810.1112878,669.2538125,128.5377529,-86.17173049,-90.48206665,-78.08639373,-76.04879008,424.8310688,521.0578133,106.2524884,104.6832225,-0.437160927,-19.03288598,1.342572133,-52.70415486,-282.455328,-267.2237384,-340.4794929,-667.7644471,55.79219461,41.59253996,78.19285947,111.8392466,83.18667587,96.33989013,192.6196135,248.4616784,-509.3738147,-1540.729594,-258.5891015,-87.28303788,14.19899518,179.0837488,209.2093444,841.3273056,377.3813111,457.8518728,427.2486093,517.7378486
"2794","600808.SH","∏÷Ã˙",0,0,0,90.40355234,0,0,0,-3.708248476,0,-93.22428522,0,-94.23529333,0,-12.54279645,0,87.87759543,0,-53.44610813,0,-24.07811249,0,-44.11981341,0,-372.5341599,0,-748.5171353,0,107.8073365,0,207.5068232,0,1242.543441,0,105.1450486,0,18.386214,0,26.26460604,0,84.47570653,639.5579494,480.1565858,570.1327231,626.8072704,207.2922391,141.3344242,70.05712374,28.42494946,-30.05460431,-7.876204922,-5.875047434,-19.50426132,-70.6791036,-48.96908597,-37.19397058,-14.86561561,80.73626981,3.503900998,-4.069412334,4.758389964,39.70227364,103.590509,87.22442827,-71.6150117,-213.3340889,-132.016128,-96.6079235,-26.99061278,160.7311217,245.7374824,943.809387,123.2037607,-76.21080644,-65.69320039,-62.12162647,-84.09739493,-461.7431933,-606.2292397,-841.9402081,-1967.165513,19.26644344,82.75876799,90.44964771,105.4712221,-26.9384763,-136.2101861,-20.41932888,26.98555604,-39.85110391,-78.16785402,-678.2064432,-2033.168877,41.28799221,131.6781015,127.5546331,124.6194368,356.97082,341.8781098,332.8088468,303.6171779
"2928","601003.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.72901357,0,0,0,-44.66699287,0,0,0,48.13912313,456.7744165,32.88482151,0,31.81988839,-68.86703731,-39.54556721,-69.89981158,-98.44630101,-866.2329375,-249.1469863,-60.40777578,1641.245457,109.1908404,189.6503071,437.6599571,133.5748445,114.7910379,-39.63738417,-40.32489415,-42.60401113,-89.87879639,-99.21189961,-163.2566225,-66.16035487,702.2016875,-4781.27547,98.54951533,76.77624042,43.14501039,338.3759796,8032.476665,-22.14079544,-393.831141,-415.7709546,-582.8887383,-804.9541203,104.4429195,112.5088656,112.5442106,116.5151806,1214.174515,400.8122996,915.4892091,1247.079168
"2929","601005.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.04501376,0,0,0,-69.74716266,0,0,0,18.17810583,0,0,149.5742137,46.44708275,51.64447192,83.36010852,96.53210017,33.17885158,-89.35798125,-93.46565138,-95.56137345,-85.95532661,52.18772054,-99.8513693,-80.96626288,-89.06502644,-85.18576189,123.4177215,87.92680626,-13153.01686,-3021.288783,-4689.490085,-5971.295925,106.7191,-149.9904686,-72.20925998,-45.23511344,-2628.270085,13.53733197,15.29967437,6.868335613,102.0665317,-108.9216464,-135.6599456,-102.2475361,-11693.41247,-19.70375677,19.62752717,3.400962597,21.73812539,40.15625457,44.21021117,71.43776324,106.8252148
"3488","603878.SH","∏÷Ã˙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54098776,0,0,0,57.5961356,0,0,0,-20.19630708,0,0,0,-7.54407018,0,0,0,-9.808079874,448.8005092,23.00154069,4.017851086,4.362786069
