"","证券代码","申万一级行业","净资产收益率ROE.平均...报告期..1993一季..单位...","净资产收益率ROE.平均...报告期..1993中报..单位...","净资产收益率ROE.平均...报告期..1993三季..单位...","净资产收益率ROE.平均...报告期..1993年报..单位...","净资产收益率ROE.平均...报告期..1994一季..单位...","净资产收益率ROE.平均...报告期..1994中报..单位...","净资产收益率ROE.平均...报告期..1994三季..单位...","净资产收益率ROE.平均...报告期..1994年报..单位...","净资产收益率ROE.平均...报告期..1995一季..单位...","净资产收益率ROE.平均...报告期..1995中报..单位...","净资产收益率ROE.平均...报告期..1995三季..单位...","净资产收益率ROE.平均...报告期..1995年报..单位...","净资产收益率ROE.平均...报告期..1996一季..单位...","净资产收益率ROE.平均...报告期..1996中报..单位...","净资产收益率ROE.平均...报告期..1996三季..单位...","净资产收益率ROE.平均...报告期..1996年报..单位...","净资产收益率ROE.平均...报告期..1997一季..单位...","净资产收益率ROE.平均...报告期..1997中报..单位...","净资产收益率ROE.平均...报告期..1997三季..单位...","净资产收益率ROE.平均...报告期..1997年报..单位...","净资产收益率ROE.平均...报告期..1998一季..单位...","净资产收益率ROE.平均...报告期..1998中报..单位...","净资产收益率ROE.平均...报告期..1998三季..单位...","净资产收益率ROE.平均...报告期..1998年报..单位...","净资产收益率ROE.平均...报告期..1999一季..单位...","净资产收益率ROE.平均...报告期..1999中报..单位...","净资产收益率ROE.平均...报告期..1999三季..单位...","净资产收益率ROE.平均...报告期..1999年报..单位...","净资产收益率ROE.平均...报告期..2000一季..单位...","净资产收益率ROE.平均...报告期..2000中报..单位...","净资产收益率ROE.平均...报告期..2000三季..单位...","净资产收益率ROE.平均...报告期..2000年报..单位...","净资产收益率ROE.平均...报告期..2001一季..单位...","净资产收益率ROE.平均...报告期..2001中报..单位...","净资产收益率ROE.平均...报告期..2001三季..单位...","净资产收益率ROE.平均...报告期..2001年报..单位...","净资产收益率ROE.平均...报告期..2002一季..单位...","净资产收益率ROE.平均...报告期..2002中报..单位...","净资产收益率ROE.平均...报告期..2002三季..单位...","净资产收益率ROE.平均...报告期..2002年报..单位...","净资产收益率ROE.平均...报告期..2003一季..单位...","净资产收益率ROE.平均...报告期..2003中报..单位...","净资产收益率ROE.平均...报告期..2003三季..单位...","净资产收益率ROE.平均...报告期..2003年报..单位...","净资产收益率ROE.平均...报告期..2004一季..单位...","净资产收益率ROE.平均...报告期..2004中报..单位...","净资产收益率ROE.平均...报告期..2004三季..单位...","净资产收益率ROE.平均...报告期..2004年报..单位...","净资产收益率ROE.平均...报告期..2005一季..单位...","净资产收益率ROE.平均...报告期..2005中报..单位...","净资产收益率ROE.平均...报告期..2005三季..单位...","净资产收益率ROE.平均...报告期..2005年报..单位...","净资产收益率ROE.平均...报告期..2006一季..单位...","净资产收益率ROE.平均...报告期..2006中报..单位...","净资产收益率ROE.平均...报告期..2006三季..单位...","净资产收益率ROE.平均...报告期..2006年报..单位...","净资产收益率ROE.平均...报告期..2007一季..单位...","净资产收益率ROE.平均...报告期..2007中报..单位...","净资产收益率ROE.平均...报告期..2007三季..单位...","净资产收益率ROE.平均...报告期..2007年报..单位...","净资产收益率ROE.平均...报告期..2008一季..单位...","净资产收益率ROE.平均...报告期..2008中报..单位...","净资产收益率ROE.平均...报告期..2008三季..单位...","净资产收益率ROE.平均...报告期..2008年报..单位...","净资产收益率ROE.平均...报告期..2009一季..单位...","净资产收益率ROE.平均...报告期..2009中报..单位...","净资产收益率ROE.平均...报告期..2009三季..单位...","净资产收益率ROE.平均...报告期..2009年报..单位...","净资产收益率ROE.平均...报告期..2010一季..单位...","净资产收益率ROE.平均...报告期..2010中报..单位...","净资产收益率ROE.平均...报告期..2010三季..单位...","净资产收益率ROE.平均...报告期..2010年报..单位...","净资产收益率ROE.平均...报告期..2011一季..单位...","净资产收益率ROE.平均...报告期..2011中报..单位...","净资产收益率ROE.平均...报告期..2011三季..单位...","净资产收益率ROE.平均...报告期..2011年报..单位...","净资产收益率ROE.平均...报告期..2012一季..单位...","净资产收益率ROE.平均...报告期..2012中报..单位...","净资产收益率ROE.平均...报告期..2012三季..单位...","净资产收益率ROE.平均...报告期..2012年报..单位...","净资产收益率ROE.平均...报告期..2013一季..单位...","净资产收益率ROE.平均...报告期..2013中报..单位...","净资产收益率ROE.平均...报告期..2013三季..单位...","净资产收益率ROE.平均...报告期..2013年报..单位...","净资产收益率ROE.平均...报告期..2014一季..单位...","净资产收益率ROE.平均...报告期..2014中报..单位...","净资产收益率ROE.平均...报告期..2014三季..单位...","净资产收益率ROE.平均...报告期..2014年报..单位...","净资产收益率ROE.平均...报告期..2015一季..单位...","净资产收益率ROE.平均...报告期..2015中报..单位...","净资产收益率ROE.平均...报告期..2015三季..单位...","净资产收益率ROE.平均...报告期..2015年报..单位...","净资产收益率ROE.平均...报告期..2016一季..单位...","净资产收益率ROE.平均...报告期..2016中报..单位...","净资产收益率ROE.平均...报告期..2016三季..单位...","净资产收益率ROE.平均...报告期..2016年报..单位...","净资产收益率ROE.平均...报告期..2017一季..单位...","净资产收益率ROE.平均...报告期..2017中报..单位...","净资产收益率ROE.平均...报告期..2017三季..单位...","净资产收益率ROE.平均...报告期..2017年报..单位..."
"1093","002631.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","29.1315","","","","51.3292",NA,NA,"","45.0727",NA,18.6584,25.6533,"11.9027","1.4939",3.8402,5.7374,"6.0612",1.264,3.4457,6.1194,"7.3167",1.682,"4.6487",7.6346,9.4618,2.1322,"5.5624","7.9590","9.1931",2.5059,6.403,9.577,"12.6264",3.0531,6.9154,8.2426,"5.6874"
"1140","002678.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","10.9903",NA,NA,"","14.6766",NA,NA,NA,"16.6066","5.4160",6.9594,11.4155,"14.1618",3.7063,6.1142,9.1528,"11.3836",2.7674,"4.9254",6.6559,7.7602,2.5214,"4.9166","6.5355","7.7670",2.2174,4.2867,5.9282,"7.7198",2.3644,4.5229,4.9842,"6.3357"
"1163","002701.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","16.9739","","","","19.9949",NA,NA,"","34.6915",NA,NA,32.2522,"36.8323","",18.7878,16.8273,"20.4260",4.6006,10.3368,16.2888,"19.6319",5.9267,"12.6751",19.3028,23.0145,6.9057,"14.4751","22.6451","25.0814",6.845,13.759,21.9652,"24.3580",3.1342,7.7988,12.0659,"13.0414"
"1180","002721.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","13.9384",NA,NA,"","19.0578",NA,NA,NA,"18.3684","",NA,NA,"16.9714",NA,19.7932,12.5868,"18.7965",-1.7,"1.0033",4.7132,9.2156,2.2431,"5.7428","6.3554","10.3431",1.2634,2.4648,3.9058,"8.1553",1.3338,1.4966,3.6806,"5.2908"
"1190","002731.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","",NA,NA,"","",NA,NA,NA,"23.3758","",NA,NA,"23.4960",NA,NA,NA,"23.6763",NA,"8.0123",16.5029,12.6639,2.7588,"3.5831","4.9658","5.7231",-0.1227,0.9821,2.3177,"5.2712",-0.8973,3.7808,4.0289,"5.4265"
"1194","002735.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","",NA,NA,"","",NA,NA,NA,"20.6609","",NA,NA,"20.5098",NA,NA,NA,"16.3096",NA,"4.5094",7.9242,9.3197,1.2533,"2.5499","3.8686","5.8809",1.0143,2.6398,4.762,"7.8375",1.6554,3.9066,5.744,"7.6280"
"1199","002740.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","",NA,NA,"","",NA,NA,NA,"21.1073","",NA,NA,"22.7931",NA,NA,NA,"22.5204",NA,"8.5372",12.8541,17.7168,1.6017,"4.7858","6.3606","9.0681",0.9525,1.9027,4.1059,"4.9298",0.8325,2.2205,4.2854,"4.2482"
"1209","002751.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","",NA,NA,"","",NA,NA,NA,"36.9364","",NA,NA,"34.4904",NA,NA,NA,"25.7935",NA,"",NA,14.5675,1.9724,"6.1553","10.1685","11.5123",-0.0862,1.3604,3.171,"3.4374",0.3189,1.85,6.3866,"10.1154"
"1210","002752.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","33.9137",NA,NA,"","33.1392",NA,NA,NA,"22.8724","",NA,NA,"16.1121",NA,NA,NA,"14.6504",NA,"",NA,12.2929,2.8869,"3.7591","7.8211","11.1523",4.0131,6.2642,9.3726,"12.3871",3.0043,4.1551,4.2365,"5.5410"
"1242","002787.SZ","轻工制造",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,"","",NA,NA,NA,NA,"","",NA,"","",NA,"","","",NA,NA,"","","","","","",NA,NA,"","",NA,NA,NA,"19.2360","",NA,NA,"19.0869",NA,NA,NA,"18.9366",NA,"",NA,16.6352,3.2105,"8.0561","12.1656","12.1681",3.0935,7.1043,9.9349,"11.5713",2.3055,5.1417,8.0221,"9.5457"
